,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
5182,2012-06-11,KCMA,CAMARILLO,PIAGGIO P180,Turboprop,Turkey vulture,None,2.0,Day,,,50.0,120.0,0.0,Approach,No Cloud,None,1,1,Large,N
5183,2012-06-11,KONT,ONTARIO INTL ARPT,CRJ900,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,142.0,0.0,Take-off run,,,1,1,Small,N
5184,2012-06-11,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Barn owl,None,2.0,Night,,,0.0,120.0,0.0,Take-off run,Some Cloud,None,,1,Small,N
5185,2012-06-10,KRNM,RAMONA ARPT,C-120/140,Reciprocating,Unknown bird - large,None,1.0,Day,,,500.0,60.0,0.25,Approach,No Cloud,None,1,1,Large,Y
5186,2012-06-10,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,2 to 10,Small,
5187,2012-06-10,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-700,Turbofan,California gull,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,11 to 100,1,Medium,
5188,2012-06-10,KSBA,SANTA BARBARA MUNICIPAL,C-560,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,
5189,2012-06-10,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Unknown bird,None,2.0,Day,,,,,0.0,Climb,,,,1,,
5190,2012-06-10,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Cliff swallow,,,,,,,,0.0,,,,,1,Small,
5191,2012-06-10,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,California gull,,,,,,,,0.0,,,,,1,Medium,
5192,2012-06-09,KVNY,VAN NUYS ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
5193,2012-06-09,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,CITATIONJET,Turbofan,Swallows,,2.0,Day,,,10.0,,0.0,Climb,Some Cloud,None,,1,Small,
5194,2012-06-09,KMYF,MONTGOMERY FIELD ARPT,CIRRUS SR 20/22,Reciprocating,Unknown bird - small,None,1.0,Day,,,0.0,17.0,0.0,Taxi,Overcast,None,2 to 10,1,Small,N
5195,2012-06-09,KSMF,SACRAMENTO INTL,MD-83,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small,Y
5196,2012-06-08,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,European starling,None,2.0,Day,,,25.0,135.0,0.0,Climb,No Cloud,None,2 to 10,1,Small,Y
5197,2012-06-08,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,DHC8 DASH 8,Turboprop,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Small,N
5198,2012-06-08,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,120.0,,Approach,No Cloud,None,11 to 100,2 to 10,Small,
5199,2012-06-08,KONT,ONTARIO INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
5200,2012-06-08,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Brazilian free-tailed bat,None,2.0,Night,,,300.0,142.0,,Approach,No Cloud,None,,1,Small,N
5201,2012-06-07,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,California gull,,,,,,,,0.0,,,,,1,Medium,
5202,2012-06-07,KSAN,SAN DIEGO INTL,B-737-700,Turbofan,Western gull,None,2.0,Day,,,20.0,134.0,0.0,Approach,No Cloud,None,1,1,Medium,N
5203,2012-06-07,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,European starling,None,2.0,Dawn,,,0.0,125.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,Y
5204,2012-06-06,KMHR,SACRAMENTO MATHER ARPT,B-767-300,Turbofan,Barn swallow,None,2.0,Day,,,0.0,140.0,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Small,Y
5205,2012-06-06,KFAT,FRESNO YOSEMITE INTL,UNKNOWN,,Cliff swallow,None,,,,,0.0,,,Landing,,,,,Small,
5206,2012-06-06,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird,None,2.0,Day,,,,,0.0,Climb,,,,1,,
5207,2012-06-06,KSMF,SACRAMENTO INTL,DHC8 DASH 8,Turboprop,Cliff swallow,None,2.0,Day,,,350.0,,0.5,Approach,No Cloud,None,1,1,Small,Y
5208,2012-06-05,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,130.0,0.0,Approach,No Cloud,None,1,1,Small,Y
5209,2012-06-05,KONT,ONTARIO INTL ARPT,UNKNOWN,,European starling,,,,,,,,0.0,,,,,1,Small,
5210,2012-06-05,KMHR,SACRAMENTO MATHER ARPT,B-767-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,140.0,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Small,Y
5211,2012-06-04,KSMF,SACRAMENTO INTL,CRJ100/200,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,11 to 100,1,Small,Y
5212,2012-06-04,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,HAWKER 800,Turbofan,European starling,None,2.0,Day,,,0.0,,0.0,Landing Roll,Overcast,None,1,1,Small,
5213,2012-06-04,KPOC,BRACKETT FIELD ARPT,C-421,Reciprocating,Great blue heron,Uncertain,2.0,Day,,,1011.0,115.0,,Climb,,,,1,Large,
5214,2012-06-04,KRIV,MARCH ARB ARPT,F-16,,Cliff swallow,None,,,,,,,5.0,Landing,,,,,Small,
5215,2012-06-04,KMHR,SACRAMENTO MATHER ARPT,EMB-135,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,60.0,0.0,Landing Roll,Some Cloud,None,11 to 100,1,Small,N
5216,2012-06-04,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-135,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,Rain,2 to 10,1,Small,
5217,2012-06-03,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
5218,2012-06-03,KHHR,JACK NORTHROP FIELD/HAWTHORNE MUNI ARPT,ROBINSON R22,Reciprocating,Unknown bird,None,1.0,Day,,,,,0.0,Local,,,,1,,
5219,2012-06-03,KMCE,MERCED MUNICIPAL,UNKNOWN,,Mallard,,,,,,,,0.0,,,,,1,Medium,
5220,2012-06-02,KSAN,SAN DIEGO INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
5221,2012-06-02,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Day,,,75.0,160.0,0.0,Approach,Some Cloud,None,2 to 10,1,Small,N
5222,2012-06-02,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,Unknown bird,None,2.0,Day,,,,,,Climb,Overcast,None,1,1,,N
5223,2012-06-02,KSFO,SAN FRANCISCO INTL ARPT,B-737-800,Turbofan,Unknown bird,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,,
5224,2012-06-01,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Barn swallow,,2.0,Day,,,,,,Climb,,,1,1,Small,
5225,2012-06-01,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,California gull,Substantial,2.0,Day,,,0.0,90.0,0.0,Landing Roll,No Cloud,None,11 to 100,2 to 10,Medium,
5226,2012-05-31,1O2,LAMPSON FIELD ARPT,HOMEBUILT,,Unknown bird - small,None,,Night,,,200.0,80.0,,Approach,No Cloud,None,,1,Small,N
5227,2012-05-30,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,House finch,None,2.0,Dusk,,,,,0.0,Climb,No Cloud,None,,1,Small,
5228,2012-05-30,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,,,,Approach,No Cloud,None,1,1,Small,Y
5229,2012-05-30,KONT,ONTARIO INTL ARPT,DC-10,Turbofan,Unknown bird,None,3.0,Day,,,,,,Approach,,,,1,,
5230,2012-05-28,KTOA,ZAMPERINI FIELD ARPT,C-152,Reciprocating,Unknown bird,None,1.0,Day,,,0.0,,0.0,Landing Roll,,,,1,,
5231,2012-05-28,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,White-tailed kite,,,,,,0.0,,0.0,Take-off run,,,,1,Small,
5232,2012-05-28,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,,0.0,Landing Roll,,,,1,Small,
5233,2012-05-27,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Horned lark,None,2.0,Day,,,,,,Approach,No Cloud,None,,1,Small,
5234,2012-05-26,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CRJ700,Turbofan,Unknown bird,None,2.0,Day,,,,,5.0,Approach,,,,1,,
5235,2012-05-25,KOAK,METRO OAKLAND INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
5236,2012-05-24,KONT,ONTARIO INTL ARPT,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
5237,2012-05-24,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Cliff swallow,None,2.0,Day,,,500.0,130.0,,Approach,No Cloud,None,,1,Small,N
5238,2012-05-24,KLGB,LONG BEACH-DAUGH FLD,CRJ900,Turbofan,Unknown bird - small,,2.0,Day,,,300.0,,,Approach,Some Cloud,None,2 to 10,2 to 10,Small,
5239,2012-05-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,DC-9,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,140.0,,Approach,No Cloud,None,,1,Small,N
5240,2012-05-23,KSAN,SAN DIEGO INTL,EMB-120,Turboprop,Unknown bird,None,2.0,Day,,,,,,Approach,,,,1,,
5241,2012-05-23,KLGB,LONG BEACH-DAUGH FLD,A-320,Turbofan,Cliff swallow,None,2.0,Day,,,0.0,90.0,0.0,Landing Roll,Some Cloud,None,,1,Small,
5242,2012-05-22,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,140.0,0.0,Landing Roll,No Cloud,None,2 to 10,1,Small,Y
5243,2012-05-22,KLAX,LOS ANGELES INTL,A-320,Turbofan,Barn swallow,None,2.0,Day,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Small,
5244,2012-05-21,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,3000.0,250.0,,Approach,No Cloud,None,1,1,Small,Y
5245,2012-05-21,KSBA,SANTA BARBARA MUNICIPAL,C-172,Reciprocating,Hawks,None,1.0,Day,,,,,,Approach,,,,1,Medium,
5246,2012-05-21,KONT,ONTARIO INTL ARPT,B-767-300,Turbofan,New World wood-warblers,None,2.0,Night,,,10000.0,,,Climb,,,,1,Small,
5247,2012-05-20,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird,None,2.0,Night,,,7000.0,220.0,20.0,Approach,No Cloud,None,,1,,N
5248,2012-05-20,KONT,ONTARIO INTL ARPT,B-767-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,8700.0,250.0,25.0,Climb,,,,1,Medium,
5249,2012-05-19,KLGB,LONG BEACH-DAUGH FLD,PA-44 SEMINOLE,Reciprocating,Unknown bird,,2.0,Day,,,,,0.5,Climb,,,,1,,
5250,2012-05-19,KFAT,FRESNO YOSEMITE INTL,DHC8 DASH 8,Turboprop,Cedar waxwing,None,2.0,Day,,,5000.0,215.0,,Climb,,,,2 to 10,Small,
5251,2012-05-19,KONT,ONTARIO INTL ARPT,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
5252,2012-05-18,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,190.0,,Climb,No Cloud,None,2 to 10,1,Small,
5253,2012-05-18,KHWD,HAYWARD EXECUTIVE ARPT,CIRRUS SR 20/22,Reciprocating,Unknown bird,None,1.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5254,2012-05-18,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,130.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,N
5255,2012-05-18,KMHR,SACRAMENTO MATHER ARPT,C-12,Turboprop,Unknown bird,None,2.0,,,,50.0,,,Landing,,,,,,
5256,2012-05-17,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Ducks,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,2 to 10,Medium,
5257,2012-05-17,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5258,2012-05-16,KSAN,SAN DIEGO INTL,A-320,Turbofan,Unknown bird,None,2.0,Day,,,800.0,110.0,,Approach,No Cloud,None,,1,,
5259,2012-05-16,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,8000.0,250.0,30.0,Descent,No Cloud,None,,1,Medium,Y
5260,2012-05-16,KMHV,MOJAVE ARPT,BE-76 DUCHESS,Reciprocating,Sparrows,None,2.0,Day,,,50.0,,0.0,Approach,No Cloud,None,,1,Small,N
5261,2012-05-16,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Day,,,2500.0,240.0,20.0,Climb,No Cloud,None,,1,Medium,N
5262,2012-05-16,KLGB,LONG BEACH-DAUGH FLD,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
5263,2012-05-16,KLAX,LOS ANGELES INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,
5264,2012-05-15,KONT,ONTARIO INTL ARPT,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,1,Small,
5265,2012-05-15,KSAN,SAN DIEGO INTL,C-560,Turbofan,Unknown bird - small,None,2.0,Day,,,,,,Approach,No Cloud,None,,1,Small,
5266,2012-05-15,KDVO,GNOSS FIELD ARPT,LEARJET-31,Turbofan,Unknown bird - medium,None,2.0,Day,,,200.0,130.0,,Approach,No Cloud,None,,1,Medium,N
5267,2012-05-13,KLGB,LONG BEACH-DAUGH FLD,CRJ900,Turbofan,Unknown bird - small,None,2.0,Day,,,10.0,160.0,0.0,Climb,,,2 to 10,1,Small,N
5268,2012-05-12,KSMF,SACRAMENTO INTL,A-320,Turbofan,Wilson's warbler,None,2.0,Night,,,,265.0,,Descent,No Cloud,None,,1,Small,
5269,2012-05-11,KSAN,SAN DIEGO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,3000.0,150.0,,Approach,Overcast,None,1,1,Small,N
5270,2012-05-11,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,500.0,140.0,1.0,Approach,Some Cloud,None,,1,Small,
5271,2012-05-11,KOAK,METRO OAKLAND INTL,A-300,Turbofan,Unknown bird - small,None,2.0,Night,,,8000.0,250.0,30.0,Descent,,,1,1,Small,
5272,2012-05-10,KLAX,LOS ANGELES INTL,MD-11,Turbofan,Unknown bird - medium,None,3.0,Night,,,4000.0,250.0,,Climb,Some Cloud,None,1,1,Medium,
5273,2012-05-10,KLAX,LOS ANGELES INTL,B-777-200,Turbofan,Barn owl,None,2.0,Dawn,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Small,
5274,2012-05-09,KSAN,SAN DIEGO INTL,A-319,Turbofan,Unknown bird,None,2.0,Day,,,500.0,180.0,,Approach,Overcast,None,,1,,
5275,2012-05-09,KONT,ONTARIO INTL ARPT,CRJ100/200,Turbofan,Horned lark,None,2.0,Day,,,10.0,,0.0,Climb,No Cloud,None,,1,Small,Y
5276,2012-05-09,KSMF,SACRAMENTO INTL,MD-11,Turbofan,Unknown bird - small,None,3.0,Night,,,600.0,150.0,,Approach,No Cloud,None,,1,Small,
5277,2012-05-08,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,3000.0,170.0,9.0,Approach,No Cloud,None,,1,Small,N
5278,2012-05-08,KLAX,LOS ANGELES INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,2000.0,150.0,5.0,Approach,No Cloud,None,,1,Small,
5279,2012-05-07,KSMF,SACRAMENTO INTL,A-320,Turbofan,Black-tailed jackrabbit,None,2.0,Night,,,0.0,,0.0,Landing Roll,No Cloud,None,1,1,Large,Y
5280,2012-05-07,KSAN,SAN DIEGO INTL,CRJ700,Turbofan,Unknown bird - medium,Minor,2.0,Night,,,9800.0,245.0,35.0,Descent,Some Cloud,None,,1,Medium,N
5281,2012-05-07,KOAK,METRO OAKLAND INTL,DC-10-30,Turbofan,Unknown bird - small,None,3.0,Night,,,8000.0,250.0,,Descent,No Cloud,None,1,1,Small,
5282,2012-05-06,KLAX,LOS ANGELES INTL,B-737-500,Turbofan,Brazilian free-tailed bat,None,2.0,Night,,,2900.0,180.0,15.0,Approach,Overcast,None,,1,Small,
5283,2012-05-06,KSMF,SACRAMENTO INTL,A-319,Turbofan,Orange-crowned warbler,None,2.0,Night,,,,,,Approach,No Cloud,None,1,1,Small,Y
5284,2012-05-06,KSAN,SAN DIEGO INTL,B-737-800,Turbofan,Unknown bird - medium,None,2.0,Day,,,1000.0,190.0,1.0,Climb,Overcast,None,2 to 10,2 to 10,Medium,N
5285,2012-05-04,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-700,Turbofan,Unknown bird,None,2.0,Day,,,10.0,120.0,0.0,Approach,Overcast,None,,1,,Y
5286,2012-05-04,KSAN,SAN DIEGO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,2300.0,140.0,3.0,Approach,Some Cloud,None,,1,Small,Y
5287,2012-05-03,KLAX,LOS ANGELES INTL,A-320,Turbofan,Warbling vireo,None,2.0,,,,200.0,175.0,,Approach,Some Cloud,None,,1,Small,
5288,2012-05-03,KSFO,SAN FRANCISCO INTL ARPT,B-777-200,Turbofan,Dunlin,None,2.0,Day,,,,,,Approach,,,,1,Small,
5289,2012-05-03,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,8000.0,200.0,,Climb,Some Cloud,None,,1,Small,
5290,2012-05-03,KSBA,SANTA BARBARA MUNICIPAL,LEARJET UNKN,,Cliff swallow,None,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,1,1,Small,
5291,2012-05-03,KSBA,SANTA BARBARA MUNICIPAL,CITATION X,Turbofan,Sparrows,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,Small,
5292,2012-05-03,KLAX,LOS ANGELES INTL,B-767-300,Turbofan,Warbling vireo,None,2.0,Night,,,500.0,140.0,,Approach,No Cloud,None,1,1,Small,N
5293,2012-05-02,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-700,Turbofan,Swainson's thrush,None,2.0,Night,,,3000.0,190.0,8.0,Climb,Overcast,,,1,Small,
5294,2012-05-02,KPAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,BE-76 DUCHESS,Reciprocating,Canada goose,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,2 to 10,1,Large,
5295,2012-05-02,KONT,ONTARIO INTL ARPT,B-767-300,Turbofan,Barn owl,None,2.0,Night,,,0.0,135.0,0.0,Landing Roll,Overcast,None,1,1,Small,
5296,2012-05-01,KLAX,LOS ANGELES INTL,DC-10-10,Turbofan,Unknown bird - small,None,3.0,Night,,,7000.0,250.0,,Approach,Overcast,None,1,1,Small,
5297,2012-04-30,KSMF,SACRAMENTO INTL,B-767-300,Turbofan,Unknown bird,None,2.0,Night,,,7000.0,210.0,20.0,Approach,Some Cloud,None,,1,,N
5298,2012-04-30,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,American coot,None,2.0,Night,,,1100.0,130.0,,Approach,No Cloud,None,1,1,Medium,Y
5299,2012-04-30,KONT,ONTARIO INTL ARPT,A-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,8000.0,210.0,20.0,Descent,,,,1,Medium,N
5300,2012-04-30,KPAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,PILATUS PC12,Turboprop,Unknown bird - small,None,1.0,Day,,,0.0,50.0,0.0,Landing Roll,No Cloud,None,,1,Small,Y
5301,2012-04-30,KVNY,VAN NUYS ARPT,HAWKER 800,Turbofan,Warbling vireo,None,2.0,Day,,,8000.0,150.0,,Descent,Some Cloud,None,,1,Small,
5302,2012-04-30,KSAN,SAN DIEGO INTL,MD-83,Turbofan,Unknown bird - medium,None,2.0,Dusk,,,200.0,110.0,,Approach,Some Cloud,None,1,1,Medium,N
5303,2012-04-29,KBUR,BOB HOPE ARPT,CRJ100/200,Turbofan,Unknown bird - medium,None,2.0,Day,,,7000.0,,13.0,Approach,No Cloud,None,1,1,Medium,
5304,2012-04-28,KLAX,LOS ANGELES INTL,A-300,Turbofan,Unknown bird - small,None,2.0,Night,,,7000.0,,,Climb,,,,1,Small,
5305,2012-04-27,KSFO,SAN FRANCISCO INTL ARPT,UNKNOWN,,Mallard,,,,,,,,0.0,,,,,1,Medium,
5306,2012-04-27,KSAN,SAN DIEGO INTL,A-319,Turbofan,Gulls,None,2.0,Day,,,1000.0,150.0,5.0,Approach,Some Cloud,None,,1,Medium,N
5307,2012-04-27,KSMF,SACRAMENTO INTL,B-767-300,Turbofan,Unknown bird - small,None,2.0,Night,,,200.0,143.0,,Approach,No Cloud,None,1,1,Small,Y
5308,2012-04-26,KBUR,BOB HOPE ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,120.0,0.0,Take-off run,No Cloud,None,,1,Small,N
5309,2012-04-26,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Night,,,1000.0,150.0,3.0,Approach,No Cloud,None,,1,Small,N
5310,2012-04-25,KONT,ONTARIO INTL ARPT,UNKNOWN,,Horned lark,,,,,,,,0.0,,,,,2 to 10,Small,
5311,2012-04-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
5312,2012-04-24,KCRQ,MC CLELLAN-PALOMAR ARPT,C-172,Reciprocating,Sparrows,,1.0,Day,,,500.0,,,Approach,,,,1,Small,
5313,2012-04-23,KLAX,LOS ANGELES INTL,B-737-700,Turbofan,Rock pigeon,None,2.0,Day,,,500.0,150.0,1.0,Approach,Some Cloud,None,,2 to 10,Small,
5314,2012-04-22,KSMF,SACRAMENTO INTL,B-737-800,Turbofan,Unknown bird - medium,None,2.0,Night,,,0.0,,0.0,Take-off run,,,1,1,Medium,
5315,2012-04-22,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,7500.0,230.0,10.0,Climb,No Cloud,None,,1,Small,N
5316,2012-04-22,1Q5,GRAVELLY VALLEY,MOONEY M20,,Ducks,Minor,1.0,Day,,,300.0,140.0,,Climb,No Cloud,None,2 to 10,1,Medium,N
5317,2012-04-20,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,6000.0,210.0,6.0,Climb,No Cloud,None,1,1,Medium,N
5318,2012-04-20,KSFO,SAN FRANCISCO INTL ARPT,CRJ100/200,Turbofan,Unknown bird - small,None,2.0,Night,,,50.0,145.0,0.0,Climb,No Cloud,None,,1,Small,Y
5319,2012-04-20,KLAX,LOS ANGELES INTL,A-319,Turbofan,Unknown bird - small,None,2.0,Day,,,1000.0,140.0,2.0,Approach,Overcast,Fog,1,1,Small,N
5320,2012-04-20,KOAK,METRO OAKLAND INTL,B-737-800,Turbofan,Unknown bird - medium,None,2.0,Dusk,,,300.0,130.0,,Approach,No Cloud,None,,1,Medium,
5321,2012-04-19,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,200.0,150.0,,Approach,No Cloud,None,,1,Medium,N
5322,2012-04-19,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,UNKNOWN,,Burrowing owl,,,,,,,,0.0,,,,,1,Small,
5323,2012-04-19,KMOD,MODESTO CITY-COUNTY ARPT-HARRY SHAM FIELD,EMB-120,Turboprop,Unknown bird,None,2.0,Day,,,400.0,,1.0,Approach,,,1,1,,
5324,2012-04-19,KCMA,CAMARILLO,UNKNOWN,,"Sandpipers, curlews, phalaropes, allies",,,,,,,,0.0,,,,,1,Small,
5325,2012-04-19,KSBA,SANTA BARBARA MUNICIPAL,C-32,,Red-necked phalarope,None,,,,,1200.0,,,Approach,,,,,Small,
5326,2012-04-18,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,7500.0,210.0,,Approach,No Cloud,None,,1,Small,N
5327,2012-04-18,KSMF,SACRAMENTO INTL,A-319,Turbofan,Unknown bird,None,2.0,Day,,,0.0,,0.0,Take-off run,,,,1,,
5328,2012-04-18,KSFO,SAN FRANCISCO INTL ARPT,A-321,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,155.0,0.0,Take-off run,Some Cloud,None,,2 to 10,Small,N
5329,2012-04-18,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Red-tailed hawk,Substantial,2.0,Dusk,,,0.0,115.0,0.0,Take-off run,Some Cloud,None,1,1,Medium,
5330,2012-04-18,KMER,CASTLE ARPT,AMD ALARUS CH2000,Reciprocating,Hawks,None,1.0,Day,,,,,,Approach,No Cloud,None,,1,Medium,Y
5331,2012-04-17,KCNO,CHINO AIRPORT,C-172,Reciprocating,Hawks,None,1.0,Day,,,,,,Climb,,,,1,Medium,
5332,2012-04-17,KLAX,LOS ANGELES INTL,B-767-300,Turbofan,Unknown bird - small,None,2.0,Night,,,1500.0,180.0,5.0,Approach,,,1,1,Small,N
5333,2012-04-17,KPRB,PASO ROBLES MUNICIPAL ARPT,C-130,Turboprop,Hermit thrush,None,4.0,,,,100.0,,,Approach,,,,,Small,
5334,2012-04-16,KOAK,METRO OAKLAND INTL,A-320,Turbofan,Unknown bird,None,2.0,Day,,,11000.0,,,Climb,,,,1,,
5335,2012-04-16,KSFO,SAN FRANCISCO INTL ARPT,B-737-800,Turbofan,Unknown bird - small,None,2.0,Night,,,800.0,180.0,,Approach,No Cloud,None,1,1,Small,
5336,2012-04-16,KSAN,SAN DIEGO INTL,B-737-500,Turbofan,Unknown bird - medium,None,2.0,Day,,,500.0,,0.5,Approach,No Cloud,None,1,1,Medium,Y
5337,2012-04-16,KFAT,FRESNO YOSEMITE INTL,MD-80,Turbofan,Unknown bird,None,2.0,Night,,,0.0,,0.0,Landing Roll,,,1,1,,
5338,2012-04-15,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - medium,None,2.0,Night,,,4000.0,210.0,12.0,Approach,No Cloud,None,,1,Medium,Y
